Year,Division,Category,Dance_Type,Team_Size,Is_Coed,Rank,Is_Champion,Is_Podium,Is_Top_10,Studio_Name,Team_Name,Country
2019,Senior,Senior Small Pom,Pom,Small,No,5,0,0,1,South Coast Freestyle,South Coast Freestyle - Hand Clap,USA
2019,Senior,Senior Small Pom,Pom,Small,No,6,0,0,1,Xtreme Dance (California),Xtreme Dance - Ssp,USA
2019,Senior,Senior Small Pom,Pom,Small,No,7,0,0,1,Strut Performing Arts,Strut Performing Arts - Ssp,USA
2019,Senior,Senior Small Pom,Pom,Small,No,8,0,0,1,Foursis Dance Academy Dazzlers,Foursis Dance Academy - Dazzler Dance Team,USA
2019,Senior,Senior Small Pom,Pom,Small,No,9,0,0,1,Jubilly Dance Crew,Jubilly Dance Crew - Ssp,USA
2019,Senior,Senior Small Pom,Pom,Small,No,10,0,0,1,5678! Dance Studio,5678! Dance Studio - Senior All Stars,USA
2019,Senior,Senior Small Pom,Pom,Small,No,11,0,0,0,Powerworx Dance,Powerworx Dance - Team Nuclear,USA
2019,Senior,Senior Small Pom,Pom,Small,No,12,0,0,0,The Edge Performers School,The Edge Performers School - The Edge Thunderbolts Elite,USA
2019,Senior,Senior Small Pom,Pom,Small,No,13,0,0,0,Legacy Academy Of Dance,Legacy Academy Of Dance - Electricity,USA
2019,Senior,Senior Small Pom,Pom,Small,No,14,0,0,0,Miss Edie'S Dancin Feet,Miss Edie'S Dancin Feet - Ssp,USA
2021,Junior,Junior Dance,Junior Dance,Standard,No,2,0,1,1,Dancin Bluebonnets,Dancin Bluebonnets,USA
2021,Junior,Junior Dance,Junior Dance,Standard,No,3,0,1,1,The Vision Dance Center,The Vision Dance Center,USA
2021,Junior,Junior Dance,Junior Dance,Standard,No,4,0,0,1,Adrenaline Allstars,Adrenaline Allstars - Riot Squad,USA
2021,Junior,Junior Dance,Junior Dance,Standard,No,5,0,0,1,Pittsburgh Poison All Stars,Pittsburgh Poison All Stars - Scorpions,USA
2021,Junior,Junior Dance,Junior Dance,Standard,No,6,0,0,1,Foursis Dance Academy,Foursis Dance Academy,USA
2021,Junior,Junior Dance,Junior Dance,Standard,No,8,0,0,1,Red Hot Flames,Red Hot Ignite,England
2021,Open,Open Coed Jazz,Jazz,Standard,Yes,1,1,1,1,5678! Dance Studio,5678! Dance Studio,USA
2021,Open,Open Coed Pom,Pom,Standard,Yes,1,1,1,1,Velocity Dance,Velocity Dance - Woop,USA
2021,Open,Open Coed Pom,Pom,Standard,Yes,2,0,1,1,Intensity Athletics,Intensity Athletics Cobras,USA
2021,Open,Open Contemporary/Lyrical,Contemporary/Lyrical,Standard,No,1,1,1,1,Dance Dynamics,Dance Dynamics,USA
2021,Open,Open Contemporary/Lyrical,Contemporary/Lyrical,Standard,No,2,0,1,1,Dancin Bluebonnets,Dancin Bluebonnets,USA
2021,Open,Open Contemporary/Lyrical,Contemporary/Lyrical,Standard,No,3,0,1,1,Cheerforce Arizona Aces Danceforce Az,Cheerforce Arizona Aces Danceforce Az,USA
2021,Open,Open Contemporary/Lyrical,Contemporary/Lyrical,Standard,No,4,0,0,1,The Vision Dance Center,The Vision Dance Center,USA
2021,Open,Open Contemporary/Lyrical,Contemporary/Lyrical,Standard,No,5,0,0,1,Brookfield Center For The Arts,Brookfield Center For The Arts,USA
2021,Open,Open Contemporary/Lyrical,Contemporary/Lyrical,Standard,No,6,0,0,1,Adrenaline Allstars,Adrenaline Allstars Blaze,USA
2021,Open,Open Contemporary/Lyrical,Contemporary/Lyrical,Standard,No,7,0,0,1,Dynasty Dance Centre Royal Elite,Dynasty Dance Centre Royal Elite,Australia
2021,Open,Open Elite Coed Hip Hop,Hip Hop,Standard,Yes,1,1,1,1,Next Level Dance Co,Next Level Dance Co Supremacy,USA
2021,Open,Open Elite Coed Hip Hop,Hip Hop,Standard,Yes,2,0,1,1,Footnotes Fusion,Footnotes Fusion - Take Off,USA
2021,Open,Open Elite Coed Hip Hop,Hip Hop,Standard,Yes,3,0,1,1,Pittsburgh Poison All Stars,Pittsburgh Poison All Stars,USA
2021,Open,Open Elite Coed Hip Hop,Hip Hop,Standard,Yes,4,0,0,1,Velocity Dance,Velocity Dance Swag,USA
2021,Open,Open Elite Coed Hip Hop,Hip Hop,Standard,Yes,5,0,0,1,Triple Threat Athletics,Triple Threat Athletics Beast,USA
2021,Open,Open Elite Coed Hip Hop,Hip Hop,Standard,Yes,6,0,0,1,Step One All Stars,Step One All Stars Groovy,USA
2021,Open,Open Elite Coed Hip Hop,Hip Hop,Standard,Yes,7,0,0,1,Midwest Cheer Elite Cleveland,Midwest Cheer Elite Cleveland Open Krew,USA
2021,Open,Open Elite Coed Hip Hop,Hip Hop,Standard,Yes,8,0,0,1,Powerhouse Athletics,Powerhouse Athletics The Tribe,USA
2021,Open,Open Elite Hip Hop,Hip Hop,Standard,No,1,1,1,1,Footnotes Fusion,Footnotes Fusion - Priority,USA
2021,Open,Open Elite Hip Hop,Hip Hop,Standard,No,2,0,1,1,Adrenaline Allstars,Adrenaline Allstars - Rage,USA
2021,Open,Open Elite Hip Hop,Hip Hop,Standard,No,3,0,1,1,Dollhouse Dance Factory,Dollhouse Dance Factory Interstellar,USA
2021,Open,Open Elite Hip Hop,Hip Hop,Standard,No,4,0,0,1,Dance Savannah,Dance Savannah Fabeelous,USA
2021,Open,Open Elite Hip Hop,Hip Hop,Standard,No,5,0,0,1,Starlites Dance,Starlites Dance,USA
2021,Open,Open Elite Hip Hop,Hip Hop,Standard,No,6,0,0,1,Cny Storm All Stars,Cny Storm All Stars Tsunami,USA
2021,Open,Open Elite Hip Hop,Hip Hop,Standard,No,7,0,0,1,Dance Vibe,Dance Vibe,USA
2021,Open,Open Elite Hip Hop,Hip Hop,Standard,No,8,0,0,1,Midwest Cheer Elite Xenia,Midwest Cheer Elite Xenia Wild Cards,USA
2021,Open,Open Jazz,Jazz,Standard,No,1,1,1,1,The Vision Dance Center,The Vision Dance Center,USA
2021,Open,Open Jazz,Jazz,Standard,No,2,0,1,1,Energizers,Energizers,USA
2021,Open,Open Jazz,Jazz,Standard,No,3,0,1,1,Dance Etc Inc,Dance Etc Inc,USA
2021,Open,Open Jazz,Jazz,Standard,No,4,0,0,1,Starlites Dance,Starlites Dance,USA
2021,Open,Open Male Hip Hop,Hip Hop,Standard,No,1,1,1,1,Stars Vipers San Antonio,Stars Vipers San Antonio King Serpents,USA
2021,Open,Open Male Hip Hop,Hip Hop,Standard,No,2,0,1,1,Epa All Stars,Epa All Stars Kingdom,USA
2021,Open,Open Male Hip Hop,Hip Hop,Standard,No,3,0,1,1,Adrenaline Allstars,Adrenaline Allstars - Havoc,USA
2021,Open,Open Pom,Pom,Standard,No,1,1,1,1,South Coast Freestyle,South Coast Freestyle,USA
2021,Open,Open Pom,Pom,Standard,No,2,0,1,1,Energizers,Energizers,USA
2021,Open,Open Pom,Pom,Standard,No,3,0,1,1,Starz Dance Academy,Starz Dance Academy,USA
2021,Open,Open Pom,Pom,Standard,No,4,0,0,1,Peak Athletics,Peak Athletics - Peak Ladies,USA
2021,Open,Open Pom,Pom,Standard,No,5,0,0,1,Starlites Dance,Starlites Dance,USA
2021,Open,Open Pom,Pom,Standard,No,6,0,0,1,Dynasty Dance Centre,Dynasty Dance Centre Prestige Elite,Australia
2021,Open,Open Pom,Pom,Standard,No,7,0,0,1,Dream Allstars,Dream Allstars Rhapsody,Poland
2021,Open,Open Premier Coed Hip Hop,Hip Hop,Standard,Yes,1,1,1,1,Top Gun All Stars,Top Gun All Stars,USA
2021,Open,Open Premier Coed Hip Hop,Hip Hop,Standard,Yes,2,0,1,1,Adrenaline Allstars,Adrenaline Allstars Fusion,USA
2021,Open,Open Premier Coed Hip Hop,Hip Hop,Standard,Yes,3,0,1,1,Dollhouse Dance Factory,Dollhouse Dance Factory,USA
2021,Open,Open Premier Coed Hip Hop,Hip Hop,Standard,Yes,4,0,0,1,Tua The Unit,Tua The Unit,USA
2021,Open,Open Premier Hip Hop,Hip Hop,Standard,No,1,1,1,1,Dollhouse Dance Factory,Dollhouse Dance Factory The Dream,USA
2021,Senior,Senior Large Coed Hip Hop,Hip Hop,Large,Yes,1,1,1,1,Ultimate Allstars,Ultimate Allstars - Red Thunder,USA
2021,Senior,Senior Large Coed Hip Hop,Hip Hop,Large,Yes,2,0,1,1,Pittsburgh Poison All Stars,Pittsburgh Poison All Stars Cyanide,USA
2021,Senior,Senior Large Coed Hip Hop,Hip Hop,Large,Yes,3,0,1,1,Ice Aftermath,Ice Aftermath,USA
2021,Senior,Senior Large Coed Hip Hop,Hip Hop,Large,Yes,4,0,0,1,Premier Athletics - Northern Kentucky,Premier Athletics - Northern Kentucky Mob,USA
2021,Senior,Senior Large Coed Hip Hop,Hip Hop,Large,Yes,5,0,0,1,Star Performance Centre,Star Performance Centre,USA
2021,Senior,Senior Large Contemporary/Lyrical,Contemporary/Lyrical,Large,No,1,1,1,1,Dancin Bluebonnets,Dancin Bluebonnets,USA
2021,Senior,Senior Large Contemporary/Lyrical,Contemporary/Lyrical,Large,No,2,0,1,1,Dance Dynamics,Dance Dynamics,USA
2021,Senior,Senior Large Contemporary/Lyrical,Contemporary/Lyrical,Large,No,3,0,1,1,Music City Allstars,Music City Allstars,USA
2021,Senior,Senior Large Contemporary/Lyrical,Contemporary/Lyrical,Large,No,4,0,0,1,Dancin With Roxie Prestige,Dancin With Roxie Prestige,USA
2021,Senior,Senior Large Contemporary/Lyrical,Contemporary/Lyrical,Large,No,5,0,0,1,The Vision Dance Center,The Vision Dance Center,USA
2021,Senior,Senior Large Hip Hop,Hip Hop,Large,No,1,1,1,1,Dollhouse Dance Factory,Dollhouse Dance Factory - Run This Town,USA
2021,Senior,Senior Large Hip Hop,Hip Hop,Large,No,2,0,1,1,Star Performance Centre,Star Performance Centre,USA
2021,Senior,Senior Large Hip Hop,Hip Hop,Large,No,3,0,1,1,Pittsburgh Poison All Stars,Pittsburgh Poison All Stars Black Widows,USA
2021,Senior,Senior Large Hip Hop,Hip Hop,Large,No,4,0,0,1,Champion Legacy All-Star,Champion Legacy All-Star,USA
2021,Senior,Senior Large Hip Hop,Hip Hop,Large,No,5,0,0,1,Raevin Dance Factory,Raevin Dance Factory,USA
2021,Senior,Senior Large Hip Hop,Hip Hop,Large,No,6,0,0,1,Jordan Johnson Productions,Jordan Johnson Productions - Swagg Kids,USA
2021,Senior,Senior Large Hip Hop,Hip Hop,Large,No,7,0,0,1,Dance Dynamics,Dance Dynamics,USA
2021,Senior,Senior Large Hip Hop,Hip Hop,Large,No,8,0,0,1,Ultimate Dance & Cheer,Ultimate Dance & Cheer,USA
2021,Senior,Senior Large Jazz,Jazz,Large,No,1,1,1,1,The Vision Dance Center,The Vision Dance Center,USA
2021,Senior,Senior Large Jazz,Jazz,Large,No,2,0,1,1,Dancer'S Edge Studio,Dancer'S Edge Studio,USA
2021,Senior,Senior Large Jazz,Jazz,Large,No,3,0,1,1,Dance Mania,Dance Mania,USA
2021,Senior,Senior Large Jazz,Jazz,Large,No,4,0,0,1,Powerworx Dance,Powerworx Dance Atomic,USA
2021,Senior,Senior Large Jazz,Jazz,Large,No,5,0,0,1,Star Steppers Dance,Star Steppers Dance,USA
2021,Senior,Senior Large Jazz,Jazz,Large,No,6,0,0,1,Dance Dynamics,Dance Dynamics,USA
2021,Senior,Senior Large Jazz,Jazz,Large,No,7,0,0,1,Music City All Stars,Music City All Stars,USA
2021,Senior,Senior Large Jazz,Jazz,Large,No,8,0,0,1,Champion Legacy All-Star,Champion Legacy All-Star,USA
2021,Senior,Senior Large Pom,Pom,Large,No,1,1,1,1,Dance Mania,Dance Mania,USA
2021,Senior,Senior Large Pom,Pom,Large,No,2,0,1,1,Champion Legacy,Champion Legacy,USA
2021,Senior,Senior Large Pom,Pom,Large,No,3,0,1,1,Dance Dynamics,Dance Dynamics,USA
2021,Senior,Senior Large Pom,Pom,Large,No,4,0,0,1,Energizers,Energizers,USA
2021,Senior,Senior Large Pom,Pom,Large,No,5,0,0,1,Dancin Bluebonnets,Dancin Bluebonnets,USA
2021,Senior,Senior Small Coed Hip Hop,Hip Hop,Small,Yes,1,1,1,1,Pittsburgh Poison All Stars,Pittsburgh Poison All Stars Dart Frogs,USA
2021,Senior,Senior Small Coed Hip Hop,Hip Hop,Small,Yes,2,0,1,1,The Source Dance Lab,The Source Dance Lab Assassins,USA
2021,Senior,Senior Small Coed Hip Hop,Hip Hop,Small,Yes,3,0,1,1,Footnotes Fusion,Footnotes Fusion - High Definition,USA
2021,Senior,Senior Small Coed Hip Hop,Hip Hop,Small,Yes,4,0,0,1,Tua Hot Crew,Tua Hot Crew,USA
2021,Senior,Senior Small Coed Hip Hop,Hip Hop,Small,Yes,5,0,0,1,Ultimate Allstars,Ultimate Allstars,USA
2021,Senior,Senior Small Coed Hip Hop,Hip Hop,Small,Yes,6,0,0,1,Legendary Athletics,Legendary Athletics,USA
2021,Senior,Senior Small Contemporary/Lyrical,Contemporary/Lyrical,Small,No,1,1,1,1,Dance Mania,Dance Mania,USA
2021,Senior,Senior Small Contemporary/Lyrical,Contemporary/Lyrical,Small,No,2,0,1,1,The Vision Dancecenter,The Vision Dance Center,USA
2021,Senior,Senior Small Contemporary/Lyrical,Contemporary/Lyrical,Small,No,3,0,1,1,Dancer'S Edge Studio,Dancer'S Edge Studio,USA
2021,Senior,Senior Small Contemporary/Lyrical,Contemporary/Lyrical,Small,No,4,0,0,1,Dancin Bluebonnets,Dancin Bluebonnets,USA
2021,Senior,Senior Small Contemporary/Lyrical,Contemporary/Lyrical,Small,No,5,0,0,1,South Coast Freestyle,South Coast Freestyle,USA
2021,Senior,Senior Small Contemporary/Lyrical,Contemporary/Lyrical,Small,No,6,0,0,1,Powerworx Dance,Powerworx Dance Radiant,USA
2021,Senior,Senior Small Contemporary/Lyrical,Contemporary/Lyrical,Small,No,7,0,0,1,Music City All Stars,Music City All Stars,USA
2021,Senior,Senior Small Contemporary/Lyrical,Contemporary/Lyrical,Small,No,8,0,0,1,Brookfield Center For The Arts,Brookfield Center For The Arts,USA
2021,Senior,Senior Small Contemporary/Lyrical,Contemporary/Lyrical,Small,No,9,0,0,1,Dancin With Roxie Prestige,Dancin With Roxie Prestige,USA
2021,Senior,Senior Small Contemporary/Lyrical,Contemporary/Lyrical,Small,No,10,0,0,1,Dance Fusion,Dance Fusion,USA
2021,Senior,Senior Small Hip Hop,Hip Hop,Small,No,1,1,1,1,Imperial Athletics,Imperial Athletics - Stellar,USA
2021,Senior,Senior Small Hip Hop,Hip Hop,Small,No,2,0,1,1,Pittsburgh Pride All Stars,Pittsburgh Pride All Stars - Ambush,USA
2021,Senior,Senior Small Hip Hop,Hip Hop,Small,No,3,0,1,1,Legendary Athletics,Legendary Athletics,USA
2021,Senior,Senior Small Hip Hop,Hip Hop,Small,No,4,0,0,1,Tua Aces,Tua Aces,USA
2021,Senior,Senior Small Hip Hop,Hip Hop,Small,No,5,0,0,1,Champion Legacy All-Star,Champion Legacy All-Star,USA
2021,Senior,Senior Small Hip Hop,Hip Hop,Small,No,6,0,0,1,Ultimate Allstars,Tie 6Th - Ultimate Allstars Red Elite,USA
2021,Senior,Senior Small Hip Hop,Hip Hop,Small,No,6,0,0,1,Footnotes Fusion,Tie 6Th - Footnotes Fusion - Alliance,USA
2021,Senior,Senior Small Hip Hop,Hip Hop,Small,No,8,0,0,1,Jordan Johnosn Productions,Jordan Johnosn Productions Fly Kids,USA
2021,Senior,Senior Small Hip Hop,Hip Hop,Small,No,9,0,0,1,Adrenaline Allstars,Adrenaline Allstars Joules,USA
2021,Senior,Senior Small Hip Hop,Hip Hop,Small,No,10,0,0,1,Fully Loaded Dance Studio,Fully Loaded Dance Studio Hot Girlz,USA
2021,Senior,Senior Small Jazz,Jazz,Small,No,1,1,1,1,Dance Mania,Dance Mania,USA
2021,Senior,Senior Small Jazz,Jazz,Small,No,2,0,1,1,Brookfield Center For The Arts,Brookfield Center For The Arts,USA
2021,Senior,Senior Small Jazz,Jazz,Small,No,3,0,1,1,Dancin Bluebonnets,Dancin Bluebonnets,USA
2021,Senior,Senior Small Jazz,Jazz,Small,No,4,0,0,1,The Vision Dance Center,The Vision Dance Center,USA
2021,Senior,Senior Small Jazz,Jazz,Small,No,5,0,0,1,Star Steppers Dance,Star Steppers Dance,USA
2021,Senior,Senior Small Jazz,Jazz,Small,No,6,0,0,1,Foursis Dance Academy,Foursis Dance Academy,USA
2021,Senior,Senior Small Jazz,Jazz,Small,No,7,0,0,1,Dancin With Roxie Prestige,Dancin With Roxie Prestige,USA
2021,Senior,Senior Small Jazz,Jazz,Small,No,8,0,0,1,Tg Studios,Tg Studios,USA
2021,Senior,Senior Small Jazz,Jazz,Small,No,9,0,0,1,5678! Dance Studio,5678! Dance Studio,USA
2021,Senior,Senior Small Jazz,Jazz,Small,No,10,0,0,1,South Coast Freestyle,South Coast Freestyle,USA
2021,Senior,Senior Small Pom,Pom,Small,No,1,1,1,1,Dance Mania,Dance Mania,USA
2021,Senior,Senior Small Pom,Pom,Small,No,2,0,1,1,South Coast Freestyle,South Coast Freestyle,USA
2021,Senior,Senior Small Pom,Pom,Small,No,3,0,1,1,Energizers,Energizers,USA
2021,Senior,Senior Small Pom,Pom,Small,No,4,0,0,1,Foursis Dance Academy,Foursis Dance Academy,USA
2021,Senior,Senior Small Pom,Pom,Small,No,5,0,0,1,Dance Fusion,Dance Fusion,USA
2021,Senior,Senior Small Pom,Pom,Small,No,6,0,0,1,Dancin With Roxie Prestige,Dancin With Roxie Prestige,USA
2021,Senior,Senior Small Pom,Pom,Small,No,7,0,0,1,Xtreme Dance,Xtreme Dance,USA
2021,Senior,Senior Small Pom,Pom,Small,No,8,0,0,1,Champion Legacy All-Star,Champion Legacy All-Star,USA
2021,Senior,Senior Small Pom,Pom,Small,No,9,0,0,1,Star Performance Centre,Star Performance Centre,USA
2021,Senior,Senior Small Pom,Pom,Small,No,10,0,0,1,Dynamic Dance,Dynamic Dance,USA
2022,Junior,Junior Dance,Junior Dance,Standard,No,1,1,1,1,Dancin Bluebonnets,Junior Jazz,USA
2022,Junior,Junior Dance,Junior Dance,Standard,No,2,0,1,1,Star Steppers Dance,Junior Team Jazz,USA
2022,Junior,Junior Dance,Junior Dance,Standard,No,3,0,1,1,Ultimate Allstars,Junior Hip Hiop,USA
2022,Junior,Junior Dance,Junior Dance,Standard,No,4,0,0,1,Seven Dancers,Seven Dancers,Mexico
2022,Junior,Junior Dance,Junior Dance,Standard,No,5,0,0,1,Firebird Dance Company,Storm,Scotland
2022,Junior,Junior Dance,Junior Dance,Standard,No,6,0,0,1,Tds Dance Complex,Tds Dance Complex,Mexico
2022,Junior,Junior Dance,Junior Dance,Standard,No,7,0,0,1,Lb Company,Lb Company,Mexico
2022,Open,Open Coed Jazz,Jazz,Standard,Yes,1,1,1,1,Dancin Bluebonnets,Open Coed Jazz,USA
2022,Open,Open Coed Jazz,Jazz,Standard,Yes,2,0,1,1,Studio 74,Studio 74,Mexico
2022,Open,Open Coed Jazz,Jazz,Standard,Yes,3,0,1,1,Star Steppers Dance,Senior Team Jazz,USA
2022,Open,Open Coed Jazz,Jazz,Standard,Yes,4,0,0,1,Team Puerto Rico,Team Puerto Rico Dance Team,Puerto Rico
2022,Open,Open Coed Jazz,Jazz,Standard,Yes,5,0,0,1,Dz Studio,Danzul Studio,Mexico
2022,Open,Open Coed Jazz,Jazz,Standard,Yes,6,0,0,1,Adrenaline Studio,Blaze,USA
2022,Open,Open Coed Jazz,Jazz,Standard,Yes,7,0,0,1,Centro Artistico Yesenea Mendoza,Flood - Caym,Ecuador
2022,Open,Open Coed Jazz,Jazz,Standard,Yes,8,0,0,1,Angels Dance Academy,Ada Virtues,England
2022,Open,Open Coed Jazz,Jazz,Standard,Yes,9,0,0,1,Team Italy,Senior Jazz,Italy
2022,Open,Open Coed Pom,Pom,Standard,Yes,1,1,1,1,Champion Dance & Cheer All Stars,Black,Scotland
2022,Open,Open Coed Pom,Pom,Standard,Yes,2,0,1,1,Cheerforce,The Ladies Of Ten,USA
2022,Open,Open Coed Pom,Pom,Standard,Yes,3,0,1,1,Centro Artistico Yesenea Mendoza,Gold Rush - Caym,USA
2022,Open,Open Coed Pom,Pom,Standard,Yes,4,0,0,1,Boss Athletics,Desire,Canada
2022,Open,Open Contemporary/Lyrical,Contemporary/Lyrical,Standard,No,1,1,1,1,The Vision Dance Center,The Vision Dance Center Allstars,USA
2022,Open,Open Contemporary/Lyrical,Contemporary/Lyrical,Standard,No,2,0,1,1,Dance Dynamics,Dance Dynamics,USA
2022,Open,Open Contemporary/Lyrical,Contemporary/Lyrical,Standard,No,3,0,1,1,Cheerforce Arizona,Aces Danceforce Az,USA
2022,Open,Open Contemporary/Lyrical,Contemporary/Lyrical,Standard,No,4,0,0,1,Angels Dance Academy,Ada Virtues,England
2022,Open,Open Contemporary/Lyrical,Contemporary/Lyrical,Standard,No,5,0,0,1,The Architects Dance Company,Destiny,England
2022,Open,Open Contemporary/Lyrical,Contemporary/Lyrical,Standard,No,6,0,0,1,Xdream Dance Crew,X-Team,Australia
2022,Open,Open Contemporary/Lyrical,Contemporary/Lyrical,Standard,No,7,0,0,1,Centro Artistico Yesenea Mendoza,A Second - Caym,Ecuador
2022,Open,Open Contemporary/Lyrical,Contemporary/Lyrical,Standard,No,8,0,0,1,Star Spirit,Ascend,England
2022,Open,Open Contemporary/Lyrical,Contemporary/Lyrical,Standard,No,9,0,0,1,Dance Affinity,Diamond Angels,Australia
2022,Open,Open Contemporary/Lyrical,Contemporary/Lyrical,Standard,No,9,0,0,1,Omar Danza Y Ritmo,Omar Danza Y Ritmo - All Coming Back,Ecuador
2022,Open,Open Elite Coed Hip Hop,Hip Hop,Standard,Yes,1,1,1,1,Angels Dance Academy,Ada Dark Angels,England
2022,Open,Open Elite Coed Hip Hop,Hip Hop,Standard,Yes,2,0,1,1,Next Level Dance Co,Supremacy,USA
2022,Open,Open Elite Coed Hip Hop,Hip Hop,Standard,Yes,3,0,1,1,The Architects Dance Company,Colossus,USA
2022,Open,Open Elite Coed Hip Hop,Hip Hop,Standard,Yes,4,0,0,1,Ultimate Allstars,Open Coed,USA
2022,Open,Open Elite Coed Hip Hop,Hip Hop,Standard,Yes,5,0,0,1,Footnotes Fusion,Take Off,USA
2022,Open,Open Elite Coed Hip Hop,Hip Hop,Standard,Yes,6,0,0,1,Ecole De Danse Dan-Zaa,No Rules,Colombia
2022,Open,Open Elite Coed Hip Hop,Hip Hop,Standard,Yes,7,0,0,1,Intensity Cheer & Dance,Wildfire,England
2022,Open,Open Elite Coed Hip Hop,Hip Hop,Standard,Yes,8,0,0,1,Thebrezzy Art/Dance,Thebrezzy Art/Dance,USA
2022,Open,Open Elite Hip Hop,Hip Hop,Standard,No,1,1,1,1,Angels Dance Academy,Ada Dominion Elite,England
2022,Open,Open Elite Hip Hop,Hip Hop,Standard,No,2,0,1,1,Adrenaline Studio,Rage,USA
2022,Open,Open Elite Hip Hop,Hip Hop,Standard,No,3,0,1,1,Dollhouse Dance Factory,Villains,USA
2022,Open,Open Elite Hip Hop,Hip Hop,Standard,No,4,0,0,1,Footnotes Fusion,Priority,USA
2022,Open,Open Elite Hip Hop,Hip Hop,Standard,No,5,0,0,1,Sunshine Coast Cheerleading,Scc Anarchy,Australia
2022,Open,Open Elite Hip Hop,Hip Hop,Standard,No,6,0,0,1,Dancing Dream Center Mexico,Dancing Dream Center,Mexico
2022,Open,Open Elite Hip Hop,Hip Hop,Standard,No,7,0,0,1,The Architects Dance Company,Storm,England
2022,Open,Open Elite Hip Hop,Hip Hop,Standard,No,8,0,0,1,Entourage Elite,Defiance,USA
2022,Open,Open Jazz,Jazz,Standard,No,1,1,1,1,Innovate Dance Studio,Innovate Dance Studio Open Jazz,USA
2022,Open,Open Jazz,Jazz,Standard,No,2,0,1,1,"Brookfield Dance, A Brio Studios Co",Senior All Stars,USA
2022,Open,Open Jazz,Jazz,Standard,No,3,0,1,1,The Vision Dance Center,The Vision Dance Center Allstars,USA
2022,Open,Open Jazz,Jazz,Standard,No,4,0,0,1,Dancing Dream Center Mexico,Dancing Dream Center,Mexico
2022,Open,Open Jazz,Jazz,Standard,No,5,0,0,1,Tds Dance Complex,Tds Dance Complex,Mexico
2022,Open,Open Jazz,Jazz,Standard,No,6,0,0,1,Star Spirit,Zero Gravity,England
2022,Open,Open Jazz,Jazz,Standard,No,7,0,0,1,Xdream Dance Crew,X-Team,Australia
2022,Open,Open Jazz,Jazz,Standard,No,8,0,0,1,Rsd,Leading Ladies,Wales
2022,Open,Open Jazz,Jazz,Standard,No,9,0,0,1,Dance Affinity,Diamond Angels,Australia
2022,Open,Open Jazz,Jazz,Standard,No,10,0,0,1,Omar Danza Y Ritmo,Omar Danza Y Ritmo - Undone,Ecuador
2022,Open,Open Jazz,Jazz,Standard,No,11,0,0,0,Bewegingscentrum Drachten,Dutch Dance Nation,Netherlands
2022,Open,Open Jazz,Jazz,Standard,No,12,0,0,0,Firewings,Firewings,Chile
2022,Open,Open Kick,Kick,Standard,No,1,1,1,1,Energizers,Energizers,USA
2022,Open,Open Kick,Kick,Standard,No,2,0,1,1,Foursis Dance Academy,Foursis Dance Academy Dazzlers,USA
2022,Open,Open Kick,Kick,Standard,No,3,0,1,1,Starz Dance Academy,Elite All Starz,USA
2022,Open,Open Kick,Kick,Standard,No,4,0,0,1,Power Of Dance,Belly Dancer,USA
2022,Open,Open Male Hip Hop,Hip Hop,Standard,No,1,1,1,1,Angels Dance Academy,Ada Genesis,England
2022,Open,Open Male Hip Hop,Hip Hop,Standard,No,2,0,1,1,Adrenaline Studio,Rush Crew,USA
2022,Open,Open Male Hip Hop,Hip Hop,Standard,No,3,0,1,1,Footnotes Fusion,Neighborhood,USA
2022,Open,Open Pom,Pom,Standard,No,1,1,1,1,Dancing Dream Center Mexico,Dancing Dream Center,Mexico
2022,Open,Open Pom,Pom,Standard,No,2,0,1,1,Gold Star Cheer And Dance Ltd,Gold Star Galaxy,Scotland
2022,Open,Open Pom,Pom,Standard,No,3,0,1,1,Energizers,Energizers,USA
2022,Open,Open Pom,Pom,Standard,No,4,0,0,1,Starz Dance Academy,Elite All Starz - Open Pom,USA
2022,Open,Open Pom,Pom,Standard,No,5,0,0,1,Tds Dance Complex,Tds Dance Complex,Mexico
2022,Open,Open Pom,Pom,Standard,No,6,0,0,1,Jc Dance And Cheer Academy,Jc Glitter White,Scotland
2022,Open,Open Pom,Pom,Standard,No,7,0,0,1,Dance Mania,Dance Mania Open Pom,USA
2022,Open,Open Pom,Pom,Standard,No,8,0,0,1,Anahuac Queretaro,Anahuac Queretaro,Mexico
2022,Open,Open Pom,Pom,Standard,No,9,0,0,1,Red Hot Flames,Red Hot Flames,England
2022,Open,Open Pom,Pom,Standard,No,10,0,0,1,Rsd,Leading Ladies,Wales
2022,Open,Open Pom,Pom,Standard,No,11,0,0,0,Star Spirit,Odyssey,England
2022,Open,Open Pom,Pom,Standard,No,12,0,0,0,Xdream Dance Crew,X-Team,Australia
2022,Open,Open Pom,Pom,Standard,No,13,0,0,0,Firewings,Firewings,Chile
2022,Open,Open Pom,Pom,Standard,No,14,0,0,0,Team Korea,Team Korea,South Korea
2022,Open,Open Pom,Pom,Standard,No,15,0,0,0,Julle Allstars,Julle Allstars,Sweden
2022,Open,Open Pom,Pom,Standard,No,15,0,0,0,Fever Cheerdance,Vertex,France
2022,Open,Open Pom,Pom,Standard,No,17,0,0,0,Dijon Cheerleaders,Dijon Cheerleaders,France
2022,Open,Open Premier Coed Hip Hop,Hip Hop,Standard,Yes,1,1,1,1,Seven Dancers,Seven Dancers,Mexico
